# LAMMPS data file for MOF_6051
# Cell parameters: a=23.115 b=23.115 c=23.115
# Cell angles: alpha=90.0° beta=90.0° gamma=90.0°
# <<Zeo++>>
# Framework_density: 2.093251 g/cm3
# Accessible_surface_area: 570.061000 m2/g
# Void_fraction: 0.052500
# Accessible_volume: 0.025079 cm3/g
# Largest_included_sphere_diameter: 8.792290 A
# Largest_free_sphere_diameter: 3.090840 A
# Pore_limiting_diameter: 4.719180 A
# <<Zeo++>>
1140 atoms
0 bonds
0 angles
0 dihedrals
0 impropers

6 atom types

0.0 23.115000 xlo xhi
0.0 23.115000 ylo yhi
0.0 23.115000 zlo zhi

Masses

1 12.011  # C
2 1.008  # H
3 15.999  # O
4 65.380  # Zn
5 2.016  # H2 (GCMC insert - neutral charge)
6 16.043  # CH4 (GCMC insert - neutral charge)

Atoms  

1 1 4 0.817901 10.168520 11.557500 0.000000
2 1 4 0.817901 12.946480 11.557500 0.000000
3 1 4 0.817901 0.000000 10.168520 11.557500
4 1 4 0.817901 0.000000 12.946480 11.557500
5 1 4 0.817901 11.557500 0.000000 10.168520
6 1 4 0.817901 11.557500 0.000000 12.946480
7 1 4 0.817901 21.726020 0.000000 11.557500
8 1 4 0.817901 1.388980 0.000000 11.557500
9 1 4 0.817901 11.557500 21.726020 0.000000
10 1 4 0.817901 11.557500 1.388980 0.000000
11 1 4 0.817901 0.000000 11.557500 21.726020
12 1 4 0.817901 0.000000 11.557500 1.388980
13 1 4 0.252410 18.191505 16.980279 7.579409
14 1 4 0.252410 4.923495 6.134721 7.579409
15 1 4 0.252410 4.923495 16.980279 15.535591
16 1 4 0.252410 18.191505 6.134721 15.535591
17 1 4 0.252410 7.579409 18.191505 16.980279
18 1 4 0.252410 7.579409 4.923495 6.134721
19 1 4 0.252410 15.535591 4.923495 16.980279
20 1 4 0.252410 15.535591 18.191505 6.134721
21 1 4 0.252410 16.980279 7.579409 18.191505
22 1 4 0.252410 6.134721 7.579409 4.923495
23 1 4 0.252410 16.980279 15.535591 4.923495
24 1 4 0.252410 6.134721 15.535591 18.191505
25 1 4 0.252410 6.634005 5.422779 19.136908
26 1 4 0.252410 16.480995 17.692221 19.136908
27 1 4 0.252410 16.480995 5.422779 3.978091
28 1 4 0.252410 6.634005 17.692221 3.978091
29 1 4 0.252410 19.136908 6.634005 5.422779
30 1 4 0.252410 19.136908 16.480995 17.692221
31 1 4 0.252410 3.978091 16.480995 5.422779
32 1 4 0.252410 3.978091 6.634005 17.692221
33 1 4 0.252410 5.422779 19.136908 6.634005
34 1 4 0.252410 17.692221 19.136908 16.480995
35 1 4 0.252410 5.422779 3.978091 16.480995
36 1 4 0.252410 17.692221 3.978091 6.634005
37 1 4 0.372155 18.422655 18.422655 4.692345
38 1 4 0.372155 4.692345 4.692345 4.692345
39 1 4 0.372155 4.692345 18.422655 18.422655
40 1 4 0.372155 18.422655 4.692345 18.422655
41 1 4 0.372155 6.865155 6.865155 16.249845
42 1 4 0.372155 16.249845 16.249845 16.249845
43 1 4 0.372155 16.249845 6.865155 6.865155
44 1 4 0.372155 6.865155 16.249845 6.865155
45 1 4 0.556561 16.424363 17.695688 4.133424
46 1 4 0.556561 6.690637 5.419312 4.133424
47 1 4 0.556561 6.690637 17.695688 18.981576
48 1 4 0.556561 16.424363 5.419312 18.981576
49 1 4 0.556561 4.133424 16.424363 17.695688
50 1 4 0.556561 4.133424 6.690637 5.419312
51 1 4 0.556561 18.981576 6.690637 17.695688
52 1 4 0.556561 18.981576 16.424363 5.419312
53 1 4 0.556561 17.695688 4.133424 16.424363
54 1 4 0.556561 5.419312 4.133424 6.690637
55 1 4 0.556561 17.695688 18.981576 6.690637
56 1 4 0.556561 5.419312 18.981576 16.424363
57 1 4 0.556561 4.866863 6.138188 15.690924
58 1 4 0.556561 18.248137 16.976812 15.690924
59 1 4 0.556561 18.248137 6.138188 7.424076
60 1 4 0.556561 4.866863 16.976812 7.424076
61 1 4 0.556561 15.690924 4.866863 6.138188
62 1 4 0.556561 15.690924 18.248137 16.976812
63 1 4 0.556561 7.424076 18.248137 6.138188
64 1 4 0.556561 7.424076 4.866863 16.976812
65 1 4 0.556561 6.138188 15.690924 4.866863
66 1 4 0.556561 16.976812 15.690924 18.248137
67 1 4 0.556561 6.138188 7.424076 18.248137
68 1 4 0.556561 16.976812 7.424076 4.866863
69 1 4 0.388721 16.172872 16.172872 6.942128
70 1 4 0.388721 6.942128 6.942128 6.942128
71 1 4 0.388721 6.942128 16.172872 16.172872
72 1 4 0.388721 16.172872 6.942128 16.172872
73 1 4 0.388721 4.615372 4.615372 18.499628
74 1 4 0.388721 18.499628 18.499628 18.499628
75 1 4 0.388721 18.499628 4.615372 4.615372
76 1 4 0.388721 4.615372 18.499628 4.615372
77 1 2 0.121458 9.534706 14.431388 3.126997
78 1 2 0.121458 13.580294 8.683612 3.126997
79 1 2 0.121458 13.580294 14.431388 19.988003
80 1 2 0.121458 9.534706 8.683612 19.988003
81 1 2 0.121458 3.126997 9.534706 14.431388
82 1 2 0.121458 3.126997 13.580294 8.683612
83 1 2 0.121458 19.988003 13.580294 14.431388
84 1 2 0.121458 19.988003 9.534706 8.683612
85 1 2 0.121458 14.431388 3.126997 9.534706
86 1 2 0.121458 8.683612 3.126997 13.580294
87 1 2 0.121458 14.431388 19.988003 13.580294
88 1 2 0.121458 8.683612 19.988003 9.534706
89 1 2 0.121458 21.092206 2.873888 14.684497
90 1 2 0.121458 2.022794 20.241112 14.684497
91 1 2 0.121458 2.022794 2.873888 8.430503
